id_matricula,id_solicitud,id_grupo,fecha,estado,nota,fecha_retiro
1103,1778,137,2024-07-11,RETIRADO,,2024-09-04
1104,1780,112,2024-07-05,REPROBADO,57.01,
1105,1781,125,2024-07-06,APROBADO,93.97,
1106,1782,130,2024-07-06,APROBADO,97.17,
1107,1784,153,2024-07-03,REPROBADO,20.95,
1108,1787,144,2024-07-02,REPROBADO,41.53,
1109,1788,111,2024-07-08,APROBADO,72.07,
1110,1789,113,2024-07-02,REPROBADO,33.29,
1111,1793,94,2024-07-04,APROBADO,76.32,
1112,1794,104,2024-07-07,REPROBADO,32.98,
1113,1795,113,2024-07-02,APROBADO,78.98,
1114,1797,139,2024-07-07,APROBADO,74.48,
1115,1798,153,2024-07-12,APROBADO,83.21,
1116,1799,132,2024-07-05,APROBADO,81.71,
1117,1803,97,2024-07-04,REPROBADO,32.18,
1118,1810,117,2024-07-10,APROBADO,82.25,
1119,1812,92,2024-07-12,APROBADO,73.8,
1120,1813,107,2024-07-10,APROBADO,97.93,
1121,1816,158,2024-07-10,REPROBADO,60.92,
1122,1817,93,2024-07-12,REPROBADO,60.75,
1123,1819,112,2024-07-08,APROBADO,89.57,
1124,1821,104,2024-07-06,APROBADO,99.09,
1125,1823,92,2024-07-05,APROBADO,77.07,
1126,1830,115,2024-07-09,APROBADO,99.89,
1127,1831,134,2024-07-02,APROBADO,73.92,
1128,1834,156,2024-07-11,REPROBADO,21.19,
1129,1835,142,2024-07-03,APROBADO,80.78,
1130,1838,97,2024-07-12,APROBADO,70.4,
1131,1840,113,2024-07-12,APROBADO,95.6,
1132,1841,156,2024-07-12,APROBADO,91.95,
1133,1844,129,2024-07-10,APROBADO,89.02,
1134,1845,138,2024-07-06,APROBADO,98.19,
1135,1850,137,2024-07-03,APROBADO,87.58,
1136,1851,93,2024-07-03,APROBADO,82.96,
1137,1854,123,2024-07-04,APROBADO,88.87,
1138,1857,150,2024-07-07,REPROBADO,66.35,
1139,1859,133,2024-07-08,APROBADO,85.81,
1140,1861,152,2024-07-04,APROBADO,97.07,
1141,1868,137,2024-07-08,APROBADO,96.57,
1142,1871,116,2024-07-04,APROBADO,93.6,
1143,1872,137,2024-07-12,APROBADO,75.62,
1144,1877,160,2024-07-02,APROBADO,96.52,
1145,1878,122,2024-07-09,REPROBADO,31.36,
1146,1883,137,2024-07-06,APROBADO,80.45,
1147,1884,98,2024-07-03,APROBADO,94.99,
1148,1885,133,2024-07-05,APROBADO,95.75,
1149,1889,137,2024-07-07,REPROBADO,68.58,
1150,1897,83,2024-07-03,APROBADO,88.47,
1151,1899,143,2024-07-05,REPROBADO,28.85,
1152,1900,108,2024-07-05,REPROBADO,38.46,
1153,1904,152,2024-07-03,APROBADO,76.97,
1154,1905,158,2024-07-09,REPROBADO,30.95,
1155,1909,114,2024-07-08,REPROBADO,42.91,
1156,1911,143,2024-07-09,APROBADO,88.3,
1157,1913,114,2024-07-04,RETIRADO,,2024-08-10
1158,1915,130,2024-07-04,REPROBADO,42.25,
1159,1917,125,2024-07-11,APROBADO,85.84,
1160,1919,142,2024-07-10,APROBADO,76.45,
1161,1921,235,2025-02-06,REPROBADO,23.16,
1162,1922,173,2025-02-04,APROBADO,85.97,
1163,1923,182,2025-02-02,REPROBADO,36.11,
1164,1924,218,2025-02-02,APROBADO,77.03,
1165,1925,181,2025-02-05,APROBADO,92.46,
1166,1926,166,2025-02-06,REPROBADO,33.25,
1167,1927,190,2025-02-04,REPROBADO,68.89,
1168,1928,199,2025-02-10,REPROBADO,51.26,
1169,1929,175,2025-02-11,APROBADO,80.09,
1170,1930,165,2025-02-03,APROBADO,74.35,
1171,1931,235,2025-02-08,REPROBADO,41.14,
1172,1933,219,2025-02-05,APROBADO,78.98,
1173,1934,163,2025-02-05,APROBADO,99.35,
1174,1935,233,2025-02-08,APROBADO,83.89,
1175,1936,214,2025-02-07,REPROBADO,52.61,
1176,1937,229,2025-02-09,APROBADO,95.1,
1177,1938,174,2025-02-10,APROBADO,81.53,
1178,1939,163,2025-02-07,APROBADO,82.04,
1179,1940,214,2025-02-06,APROBADO,72.13,
1180,1941,211,2025-02-03,APROBADO,90.31,
1181,1942,184,2025-02-03,APROBADO,85.2,
1182,1943,176,2025-02-12,APROBADO,99.23,
1183,1944,193,2025-02-09,APROBADO,81.48,
1184,1945,186,2025-02-12,REPROBADO,63.25,
1185,1946,163,2025-02-07,APROBADO,96.85,
1186,1947,200,2025-02-02,REPROBADO,29.99,
1187,1948,209,2025-02-03,APROBADO,74.42,
1188,1949,238,2025-02-04,REPROBADO,63.51,
1189,1950,174,2025-02-10,APROBADO,84.03,
1190,1951,232,2025-02-04,APROBADO,72.07,
1191,1952,202,2025-02-10,REPROBADO,45.92,
1192,1953,202,2025-02-05,APROBADO,90.36,
1193,1954,220,2025-02-08,REPROBADO,53.08,
1194,1955,196,2025-02-11,APROBADO,89.16,
1195,1956,163,2025-02-09,REPROBADO,46.17,
1196,1957,208,2025-02-05,RETIRADO,,2025-04-10
1197,1958,165,2025-02-12,APROBADO,98.16,
1198,1959,230,2025-02-03,APROBADO,97.89,
1199,1960,173,2025-02-03,REPROBADO,54.18,
1200,1961,242,2025-02-09,RETIRADO,,2025-03-26
1201,1962,167,2025-02-07,APROBADO,79.54,
1202,1963,227,2025-02-11,RETIRADO,,2025-04-15
1203,1964,173,2025-02-08,APROBADO,78.22,
1204,1966,211,2025-02-02,REPROBADO,21.87,
1205,1967,227,2025-02-12,APROBADO,71.51,
1206,1968,200,2025-02-06,REPROBADO,44.56,
1207,1969,194,2025-02-11,APROBADO,88.07,
1208,1970,221,2025-02-04,APROBADO,98.19,
1209,1971,229,2025-02-12,REPROBADO,56.3,
1210,1972,209,2025-02-04,REPROBADO,53.51,
1211,1973,236,2025-02-05,APROBADO,84.62,
1212,1974,208,2025-02-04,APROBADO,76.89,
1213,1975,200,2025-02-10,APROBADO,85.31,
1214,1977,196,2025-02-03,REPROBADO,37.46,
1215,1978,184,2025-02-05,REPROBADO,34.88,
1216,1979,235,2025-02-06,RETIRADO,,2025-04-19
1217,1980,211,2025-02-05,APROBADO,83.97,
1218,1981,163,2025-02-10,APROBADO,89.69,
1219,1982,220,2025-02-06,APROBADO,89.9,
1220,1983,175,2025-02-11,APROBADO,94.63,
1221,1984,212,2025-02-04,APROBADO,80.81,
1222,1985,235,2025-02-04,APROBADO,81.71,
1223,1986,233,2025-02-04,APROBADO,73.68,
1224,1987,208,2025-02-08,APROBADO,89.59,
1225,1988,172,2025-02-02,APROBADO,95.85,
1226,1989,182,2025-02-04,RETIRADO,,2025-04-10
1227,1990,232,2025-02-05,APROBADO,96.43,
1228,1991,172,2025-02-08,APROBADO,95.83,
1229,1992,239,2025-02-12,APROBADO,85.08,
1230,1993,226,2025-02-07,REPROBADO,44.45,
1231,1994,220,2025-02-08,APROBADO,88.31,
1232,1995,164,2025-02-12,APROBADO,93.66,
1233,1996,182,2025-02-08,REPROBADO,24.17,
1234,1998,175,2025-02-08,APROBADO,82.25,
1235,1999,199,2025-02-05,APROBADO,95.11,
1236,2000,218,2025-02-07,RETIRADO,,2025-04-19
1237,2001,200,2025-02-10,APROBADO,98.55,
1238,2002,166,2025-02-03,REPROBADO,66.38,
1239,2003,235,2025-02-10,APROBADO,74.95,
1240,2004,224,2025-02-07,APROBADO,71.63,
1241,2006,176,2025-02-10,REPROBADO,66.7,
1242,2007,200,2025-02-11,APROBADO,82.31,
1243,2008,224,2025-02-05,APROBADO,96.42,
1244,2009,197,2025-02-11,REPROBADO,21.07,
1245,2010,241,2025-02-10,REPROBADO,35.77,
1246,2011,211,2025-02-10,REPROBADO,39.85,
1247,2012,173,2025-02-03,APROBADO,81.13,
1248,2013,174,2025-02-10,REPROBADO,39.89,
1249,2014,181,2025-02-11,APROBADO,99.8,
1250,2015,239,2025-02-07,APROBADO,76.05,
1251,2017,208,2025-02-10,REPROBADO,26.11,
1252,2018,182,2025-02-12,APROBADO,99.45,
1253,2019,238,2025-02-12,APROBADO,86.87,
1254,2020,172,2025-02-05,APROBADO,71.47,
1255,2021,187,2025-02-08,APROBADO,76.68,
1256,2022,172,2025-02-05,REPROBADO,25.96,
1257,2025,236,2025-02-11,APROBADO,98.41,
1258,2026,217,2025-02-10,APROBADO,72.34,
1259,2028,188,2025-02-11,APROBADO,92.87,
1260,2029,182,2025-02-12,RETIRADO,,2025-03-17
1261,2030,238,2025-02-12,APROBADO,97.93,
1262,2031,190,2025-02-12,APROBADO,76.45,
1263,2032,217,2025-02-12,APROBADO,81.11,
1264,2033,174,2025-02-03,APROBADO,74.25,
1265,2034,205,2025-02-11,REPROBADO,44.12,
1266,2035,209,2025-02-06,APROBADO,79.14,
1267,2036,183,2025-02-09,APROBADO,92.42,
1268,2037,187,2025-02-07,APROBADO,88.25,
1269,2038,180,2025-02-06,APROBADO,82.66,
1270,2039,201,2025-02-11,APROBADO,78.79,
1271,2041,186,2025-02-04,APROBADO,90.23,
1272,2042,205,2025-02-12,APROBADO,91.48,
1273,2044,208,2025-02-09,REPROBADO,26.12,
1274,2045,220,2025-02-11,RETIRADO,,2025-03-04
1275,2046,199,2025-02-07,RETIRADO,,2025-04-11
1276,2047,173,2025-02-10,REPROBADO,53.62,
1277,2048,184,2025-02-06,REPROBADO,64.34,
1278,2051,227,2025-02-05,APROBADO,84.07,
1279,2052,181,2025-02-11,APROBADO,81.75,
1280,2053,242,2025-02-06,APROBADO,95.59,
1281,2054,226,2025-02-02,APROBADO,79.0,
1282,2055,223,2025-02-03,APROBADO,77.36,
1283,2056,210,2025-02-08,APROBADO,78.15,
1284,2057,217,2025-02-06,APROBADO,95.23,
1285,2058,196,2025-02-04,APROBADO,93.52,
1286,2060,166,2025-02-03,REPROBADO,25.29,
1287,2061,174,2025-02-06,REPROBADO,39.9,
1288,2062,199,2025-02-02,REPROBADO,67.88,
1289,2064,164,2025-02-04,REPROBADO,36.84,
1290,2065,221,2025-02-12,APROBADO,94.56,
1291,2066,172,2025-02-04,REPROBADO,32.63,
1292,2067,199,2025-02-10,APROBADO,94.4,
1293,2068,167,2025-02-10,APROBADO,70.43,
1294,2069,211,2025-02-05,APROBADO,85.36,
1295,2071,175,2025-02-04,REPROBADO,46.45,
1296,2072,238,2025-02-09,RETIRADO,,2025-03-12
1297,2073,226,2025-02-02,RETIRADO,,2025-02-23
1298,2074,220,2025-02-07,REPROBADO,69.11,
1299,2075,174,2025-02-04,APROBADO,76.22,
1300,2076,201,2025-02-05,APROBADO,71.19,
1301,2077,237,2025-02-12,REPROBADO,55.85,
1302,2079,173,2025-02-12,REPROBADO,47.73,
1303,2080,224,2025-02-09,REPROBADO,68.26,
1304,2081,166,2025-02-02,REPROBADO,35.15,
1305,2083,174,2025-02-07,RETIRADO,,2025-03-15
1306,2084,229,2025-02-03,REPROBADO,62.07,
1307,2085,219,2025-02-11,APROBADO,85.16,
1308,2086,166,2025-02-06,APROBADO,93.58,
1309,2089,217,2025-02-07,APROBADO,80.8,
1310,2091,209,2025-02-10,APROBADO,71.07,
1311,2092,190,2025-02-09,APROBADO,84.1,
1312,2093,210,2025-02-03,APROBADO,70.07,
1313,2094,195,2025-02-06,APROBADO,71.15,
1314,2095,166,2025-02-11,APROBADO,81.7,
1315,2096,183,2025-02-02,APROBADO,77.43,
1316,2097,183,2025-02-04,APROBADO,94.26,
1317,2098,165,2025-02-12,RETIRADO,,2025-03-19
1318,2099,218,2025-02-05,APROBADO,84.53,
1319,2100,190,2025-02-05,APROBADO,95.94,
1320,2101,184,2025-02-08,APROBADO,74.75,
1321,2102,227,2025-02-05,APROBADO,80.04,
1322,2103,202,2025-02-02,RETIRADO,,2025-03-14
1323,2104,213,2025-02-03,REPROBADO,24.36,
1324,2105,221,2025-02-09,APROBADO,97.12,
1325,2106,227,2025-02-08,RETIRADO,,2025-04-09
1326,2108,184,2025-02-04,APROBADO,77.1,
1327,2109,226,2025-02-10,APROBADO,76.29,
1328,2110,181,2025-02-05,REPROBADO,62.38,
1329,2111,217,2025-02-06,REPROBADO,33.95,
1330,2114,212,2025-02-02,APROBADO,99.28,
1331,2115,193,2025-02-09,RETIRADO,,2025-03-18
1332,2117,229,2025-02-06,APROBADO,90.38,
1333,2118,196,2025-02-02,REPROBADO,42.21,
1334,2119,236,2025-02-11,APROBADO,75.6,
1335,2121,176,2025-02-07,APROBADO,87.06,
1336,2122,236,2025-02-05,APROBADO,98.27,
1337,2123,166,2025-02-11,APROBADO,80.74,
1338,2124,226,2025-02-06,APROBADO,99.84,
1339,2125,241,2025-02-02,REPROBADO,68.23,
1340,2126,184,2025-02-12,APROBADO,86.33,
1341,2127,193,2025-02-10,APROBADO,82.0,
1342,2128,177,2025-02-03,RETIRADO,,2025-03-26
1343,2134,191,2025-02-06,APROBADO,89.68,
1344,2136,227,2025-02-11,APROBADO,99.59,
1345,2138,203,2025-02-09,APROBADO,77.45,
1346,2140,190,2025-02-05,REPROBADO,36.57,
1347,2146,182,2025-02-03,REPROBADO,38.9,
1348,2147,230,2025-02-10,APROBADO,94.46,
1349,2148,223,2025-02-03,REPROBADO,65.76,
1350,2151,214,2025-02-11,APROBADO,84.3,
1351,2152,202,2025-02-05,REPROBADO,59.51,
1352,2155,169,2025-02-03,APROBADO,79.73,
1353,2156,174,2025-02-05,REPROBADO,46.16,
1354,2157,181,2025-02-09,APROBADO,87.65,
1355,2158,197,2025-02-08,APROBADO,82.34,
1356,2159,173,2025-02-08,RETIRADO,,2025-02-24
1357,2160,202,2025-02-09,APROBADO,75.16,
1358,2161,239,2025-02-10,APROBADO,94.19,
1359,2163,188,2025-02-04,RETIRADO,,2025-04-15
1360,2164,178,2025-02-03,APROBADO,92.4,
1361,2165,228,2025-02-07,REPROBADO,52.9,
1362,2166,236,2025-02-10,RETIRADO,,2025-03-25
1363,2167,209,2025-02-08,APROBADO,89.96,
1364,2168,173,2025-02-02,REPROBADO,61.41,
1365,2169,216,2025-02-05,REPROBADO,65.24,
1366,2170,233,2025-02-07,APROBADO,88.95,
1367,2171,218,2025-02-02,APROBADO,90.28,
1368,2172,193,2025-02-02,APROBADO,95.62,
1369,2173,200,2025-02-10,APROBADO,70.61,
1370,2175,184,2025-02-02,APROBADO,87.41,
1371,2176,241,2025-02-11,APROBADO,73.45,
1372,2178,183,2025-02-02,APROBADO,71.82,
1373,2180,223,2025-02-02,APROBADO,84.4,
1374,2182,230,2025-02-11,APROBADO,95.09,
1375,2183,214,2025-02-04,REPROBADO,42.59,
1376,2184,178,2025-02-03,APROBADO,92.89,
1377,2187,176,2025-02-11,APROBADO,72.37,
1378,2189,173,2025-02-08,APROBADO,81.08,
1379,2190,200,2025-02-06,APROBADO,98.2,
1380,2191,210,2025-02-02,REPROBADO,56.73,
1381,2193,214,2025-02-05,APROBADO,93.14,
1382,2194,178,2025-02-09,APROBADO,89.18,
1383,2196,241,2025-02-12,APROBADO,74.67,
1384,2199,200,2025-02-07,RETIRADO,,2025-04-11
1385,2200,167,2025-02-03,APROBADO,71.48,
1386,2202,168,2025-02-09,APROBADO,76.61,
1387,2203,210,2025-02-05,APROBADO,82.52,
1388,2204,236,2025-02-05,APROBADO,92.3,
1389,2208,168,2025-02-08,RETIRADO,,2025-03-14
1390,2209,209,2025-02-12,APROBADO,75.78,
1391,2211,236,2025-02-06,APROBADO,80.81,
1392,2214,173,2025-02-12,REPROBADO,42.39,
1393,2215,202,2025-02-08,APROBADO,76.96,
1394,2218,169,2025-02-03,APROBADO,96.72,
1395,2220,182,2025-02-11,APROBADO,73.04,
1396,2222,193,2025-02-02,REPROBADO,57.29,
1397,2223,173,2025-02-12,APROBADO,80.97,
1398,2225,219,2025-02-11,RETIRADO,,2025-04-09
1399,2228,175,2025-02-08,RETIRADO,,2025-03-20
1400,2229,227,2025-02-10,APROBADO,72.27,
1401,2230,180,2025-02-09,APROBADO,87.1,
1402,2232,209,2025-02-04,RETIRADO,,2025-03-31
1403,2233,178,2025-02-07,APROBADO,83.45,
1404,2236,228,2025-02-10,RETIRADO,,2025-04-02
1405,2237,187,2025-02-07,APROBADO,95.05,
1406,2240,178,2025-02-02,APROBADO,82.68,
1407,2241,180,2025-02-06,REPROBADO,22.89,
1408,2243,224,2025-02-10,APROBADO,94.12,
1409,2245,166,2025-02-12,APROBADO,90.31,
1410,2246,193,2025-02-09,APROBADO,76.66,
1411,2248,230,2025-02-11,REPROBADO,65.24,
1412,2249,219,2025-02-09,REPROBADO,69.68,
1413,2250,182,2025-02-05,APROBADO,79.77,
1414,2251,233,2025-02-09,APROBADO,73.82,
1415,2254,218,2025-02-09,REPROBADO,61.73,
1416,2255,204,2025-02-07,APROBADO,72.18,
1417,2256,182,2025-02-12,APROBADO,73.92,
1418,2257,191,2025-02-06,REPROBADO,27.95,
1419,2258,230,2025-02-05,APROBADO,93.24,
1420,2261,223,2025-02-11,APROBADO,80.06,
1421,2263,182,2025-02-06,APROBADO,95.26,
1422,2265,188,2025-02-10,REPROBADO,26.55,
1423,2266,219,2025-02-02,REPROBADO,68.18,
1424,2268,164,2025-02-03,REPROBADO,58.41,
1425,2275,167,2025-02-03,APROBADO,99.75,
1426,2276,200,2025-02-11,APROBADO,96.25,
1427,2277,191,2025-02-08,APROBADO,90.83,
1428,2278,183,2025-02-04,APROBADO,79.45,
1429,2280,223,2025-02-02,APROBADO,74.24,
1430,2281,186,2025-02-09,APROBADO,83.74,
1431,2283,231,2025-02-09,APROBADO,98.5,
1432,2284,194,2025-02-09,APROBADO,84.06,
1433,2285,164,2025-02-04,APROBADO,71.56,
1434,2286,179,2025-02-08,REPROBADO,44.5,
1435,2287,225,2025-02-10,REPROBADO,33.46,
1436,2288,230,2025-02-07,REPROBADO,51.88,
1437,2292,193,2025-02-02,REPROBADO,52.75,
1438,2293,183,2025-02-09,APROBADO,84.78,
1439,2294,222,2025-02-10,REPROBADO,21.39,
1440,2295,209,2025-02-02,APROBADO,77.11,
1441,2296,167,2025-02-03,APROBADO,85.07,
1442,2297,167,2025-02-07,REPROBADO,61.05,
1443,2298,183,2025-02-02,APROBADO,84.91,
1444,2300,213,2025-02-04,APROBADO,72.5,
1445,2302,175,2025-02-11,APROBADO,89.78,
1446,2305,236,2025-02-11,APROBADO,88.26,
1447,2306,209,2025-02-10,RETIRADO,,2025-03-25
1448,2307,191,2025-02-12,APROBADO,75.26,
1449,2308,184,2025-02-06,APROBADO,99.26,
1450,2309,193,2025-02-05,RETIRADO,,2025-04-19
1451,2310,229,2025-02-09,APROBADO,90.76,
1452,2311,170,2025-02-09,APROBADO,85.96,
1453,2313,218,2025-02-08,APROBADO,75.14,
1454,2314,202,2025-02-02,REPROBADO,23.29,
1455,2316,230,2025-02-11,APROBADO,73.42,
1456,2317,218,2025-02-06,REPROBADO,33.21,
1457,2318,233,2025-02-08,APROBADO,94.78,
1458,2319,187,2025-02-12,REPROBADO,41.31,
1459,2321,212,2025-02-06,APROBADO,74.36,
1460,2323,191,2025-02-02,APROBADO,86.68,
1461,2324,166,2025-02-06,APROBADO,93.73,
1462,2329,210,2025-02-06,APROBADO,87.0,
1463,2331,183,2025-02-09,APROBADO,71.09,
1464,2336,202,2025-02-12,APROBADO,71.44,
1465,2337,200,2025-02-07,REPROBADO,56.13,
1466,2338,182,2025-02-11,REPROBADO,42.89,
1467,2341,214,2025-02-07,APROBADO,81.43,
1468,2343,223,2025-02-09,REPROBADO,58.51,
1469,2344,177,2025-02-09,REPROBADO,52.05,
1470,2345,188,2025-02-12,APROBADO,86.83,
1471,2346,192,2025-02-04,APROBADO,80.62,
1472,2348,236,2025-02-05,APROBADO,97.48,
1473,2350,211,2025-02-08,APROBADO,92.39,
1474,2351,233,2025-02-02,APROBADO,83.23,
1475,2355,175,2025-02-12,RETIRADO,,2025-02-27
1476,2356,165,2025-02-06,REPROBADO,52.26,
1477,2357,220,2025-02-03,APROBADO,93.63,
1478,2358,194,2025-02-10,APROBADO,88.36,
1479,2359,166,2025-02-09,APROBADO,96.44,
1480,2360,173,2025-02-07,REPROBADO,20.96,
1481,2362,241,2025-02-12,REPROBADO,44.27,
1482,2365,220,2025-02-02,RETIRADO,,2025-04-08
1483,2368,203,2025-02-02,RETIRADO,,2025-03-20
1484,2370,176,2025-02-06,APROBADO,87.43,
1485,2371,191,2025-02-05,APROBADO,70.33,
1486,2372,205,2025-02-02,APROBADO,81.3,
1487,2374,188,2025-02-07,APROBADO,93.36,
1488,2375,167,2025-02-06,REPROBADO,32.69,
1489,2377,238,2025-02-09,APROBADO,85.62,
1490,2379,201,2025-02-08,APROBADO,86.2,
1491,2380,213,2025-02-07,APROBADO,94.19,
1492,2383,200,2025-02-10,APROBADO,95.16,
1493,2384,218,2025-02-04,RETIRADO,,2025-02-24
1494,2385,169,2025-02-09,REPROBADO,52.15,
1495,2386,196,2025-02-07,APROBADO,90.02,
1496,2388,238,2025-02-06,APROBADO,77.56,
1497,2389,237,2025-02-09,RETIRADO,,2025-03-24
1498,2390,229,2025-02-09,APROBADO,71.19,
1499,2395,232,2025-02-10,APROBADO,93.14,
1500,2397,227,2025-02-11,APROBADO,86.15,
1501,2398,218,2025-02-02,REPROBADO,59.74,
1502,2400,209,2025-02-02,APROBADO,86.47,
1503,2401,196,2025-02-02,APROBADO,79.12,
1504,2405,189,2025-02-10,APROBADO,87.8,
1505,2407,170,2025-02-10,APROBADO,88.54,
1506,2409,194,2025-02-07,REPROBADO,27.63,
1507,2410,227,2025-02-09,REPROBADO,58.76,
1508,2411,174,2025-02-04,REPROBADO,67.62,
1509,2413,215,2025-02-05,APROBADO,82.0,
1510,2419,237,2025-02-08,APROBADO,95.8,
1511,2422,230,2025-02-10,APROBADO,93.38,
1512,2423,176,2025-02-05,RETIRADO,,2025-04-02
1513,2424,187,2025-02-06,APROBADO,71.26,
1514,2425,182,2025-02-04,REPROBADO,53.37,
1515,2426,239,2025-02-03,RETIRADO,,2025-03-02
1516,2427,192,2025-02-02,APROBADO,94.75,
1517,2428,164,2025-02-10,REPROBADO,50.79,
1518,2433,192,2025-02-09,RETIRADO,,2025-04-11
1519,2435,205,2025-02-12,APROBADO,78.08,
1520,2436,173,2025-02-07,APROBADO,80.37,
1521,2437,237,2025-02-06,REPROBADO,34.01,
1522,2440,175,2025-02-05,APROBADO,90.56,
1523,2441,167,2025-02-08,APROBADO,90.76,
1524,2443,219,2025-02-03,REPROBADO,54.02,
1525,2445,202,2025-02-05,RETIRADO,,2025-02-26
1526,2446,221,2025-02-06,APROBADO,95.18,
1527,2447,187,2025-02-05,RETIRADO,,2025-03-30
1528,2449,210,2025-02-02,REPROBADO,61.6,
1529,2451,204,2025-02-07,APROBADO,70.05,
1530,2453,223,2025-02-05,REPROBADO,68.68,
1531,2455,201,2025-02-02,APROBADO,89.03,
1532,2456,211,2025-02-03,APROBADO,82.55,
1533,2457,169,2025-02-06,APROBADO,96.07,
1534,2459,211,2025-02-05,APROBADO,72.69,
1535,2460,175,2025-02-11,APROBADO,87.02,
1536,2461,183,2025-02-07,APROBADO,79.82,
1537,2462,168,2025-02-07,APROBADO,76.02,
1538,2467,223,2025-02-08,APROBADO,73.23,
1539,2468,202,2025-02-03,APROBADO,70.02,
1540,2469,239,2025-02-11,REPROBADO,25.84,
1541,2470,179,2025-02-11,APROBADO,96.96,
1542,2471,214,2025-02-03,APROBADO,74.21,
1543,2473,224,2025-02-08,APROBADO,77.15,
1544,2475,176,2025-02-11,APROBADO,89.18,
1545,2477,239,2025-02-06,APROBADO,78.41,
1546,2478,167,2025-02-09,APROBADO,71.11,
1547,2481,182,2025-02-09,APROBADO,99.34,
1548,2483,192,2025-02-07,REPROBADO,59.62,
1549,2484,170,2025-02-10,RETIRADO,,2025-04-07
1550,2485,173,2025-02-03,APROBADO,76.37,
1551,2489,200,2025-02-07,REPROBADO,69.05,
1552,2493,212,2025-02-03,APROBADO,98.12,
1553,2494,164,2025-02-10,APROBADO,99.41,
1554,2497,240,2025-02-07,APROBADO,81.33,
1555,2501,187,2025-02-05,APROBADO,82.22,
1556,2503,229,2025-02-08,APROBADO,75.2,
1557,2504,203,2025-02-09,RETIRADO,,2025-03-11
1558,2505,233,2025-02-04,APROBADO,97.97,
1559,2508,204,2025-02-06,RETIRADO,,2025-04-11
1560,2509,237,2025-02-02,APROBADO,91.83,
1561,2510,200,2025-02-02,APROBADO,82.87,
1562,2514,175,2025-02-07,RETIRADO,,2025-04-03
1563,2515,201,2025-02-03,APROBADO,98.8,
1564,2516,193,2025-02-11,APROBADO,92.83,
1565,2518,229,2025-02-12,REPROBADO,55.51,
1566,2520,237,2025-02-09,APROBADO,70.43,
1567,2521,211,2025-02-06,APROBADO,89.53,
1568,2522,194,2025-02-09,RETIRADO,,2025-02-24
1569,2523,164,2025-02-08,APROBADO,89.91,
1570,2525,185,2025-02-11,APROBADO,87.75,
1571,2526,236,2025-02-05,REPROBADO,25.18,
1572,2529,193,2025-02-07,APROBADO,91.02,
1573,2531,231,2025-02-03,RETIRADO,,2025-02-22
1574,2534,201,2025-02-10,APROBADO,81.97,
1575,2536,233,2025-02-04,APROBADO,97.05,
1576,2537,219,2025-02-06,APROBADO,82.31,
1577,2539,212,2025-02-03,REPROBADO,35.35,
1578,2540,202,2025-02-09,APROBADO,99.58,
1579,2545,193,2025-02-12,REPROBADO,36.38,
1580,2546,228,2025-02-10,APROBADO,75.15,
1581,2547,165,2025-02-03,RETIRADO,,2025-03-25
1582,2548,182,2025-02-04,APROBADO,91.03,
1583,2550,200,2025-02-10,RETIRADO,,2025-04-20
1584,2551,227,2025-02-08,APROBADO,87.3,
1585,2554,193,2025-02-12,APROBADO,81.42,
1586,2555,211,2025-02-05,RETIRADO,,2025-03-15
1587,2560,164,2025-02-06,REPROBADO,58.43,
1588,2561,227,2025-02-03,REPROBADO,38.1,
1589,2563,205,2025-02-09,APROBADO,93.89,
1590,2564,180,2025-02-07,APROBADO,73.4,
1591,2565,219,2025-02-03,APROBADO,98.56,
1592,2571,218,2025-02-07,REPROBADO,48.26,
1593,2574,221,2025-02-09,APROBADO,70.07,
1594,2576,202,2025-02-10,APROBADO,86.71,
1595,2577,218,2025-02-02,REPROBADO,43.44,
1596,2578,231,2025-02-03,APROBADO,74.03,
1597,2579,192,2025-02-03,APROBADO,70.02,
1598,2580,203,2025-02-10,REPROBADO,31.89,
1599,2581,206,2025-02-03,REPROBADO,35.49,
1600,2582,193,2025-02-02,REPROBADO,52.76,
1601,2585,237,2025-02-04,APROBADO,84.59,
1602,2586,230,2025-02-07,APROBADO,89.54,
1603,2587,187,2025-02-11,APROBADO,88.91,
1604,2588,204,2025-02-12,APROBADO,79.56,
1605,2589,220,2025-02-09,APROBADO,81.73,
1606,2590,165,2025-02-09,APROBADO,85.53,
1607,2591,184,2025-02-11,APROBADO,74.46,
1608,2594,178,2025-02-10,APROBADO,76.66,
1609,2595,183,2025-02-02,APROBADO,82.67,
1610,2596,196,2025-02-09,APROBADO,74.66,
1611,2598,202,2025-02-09,APROBADO,97.62,
1612,2599,242,2025-02-11,APROBADO,78.57,
1613,2600,191,2025-02-05,RETIRADO,,2025-02-21
1614,2601,229,2025-02-09,REPROBADO,32.45,
1615,2602,194,2025-02-03,APROBADO,70.08,
1616,2603,170,2025-02-06,APROBADO,87.75,
1617,2605,191,2025-02-12,APROBADO,80.93,
1618,2606,219,2025-02-08,APROBADO,99.7,
1619,2613,221,2025-02-08,REPROBADO,33.83,
1620,2614,229,2025-02-02,APROBADO,91.04,
1621,2616,191,2025-02-09,APROBADO,79.25,
1622,2618,222,2025-02-06,APROBADO,94.34,
1623,2619,201,2025-02-12,APROBADO,76.09,
1624,2620,227,2025-02-10,APROBADO,86.92,
1625,2624,223,2025-02-10,APROBADO,77.37,
1626,2625,184,2025-02-11,APROBADO,94.51,
